Chromosome	Start	End	Strand	Gene	Transcription_Start_Site	Transcript_type
chr1	32081710	32087200	+	LOC116184290	32081710	lncRNA
chr1	32250119	32364816	-	GABRB3	32250119	protein_coding
chr1	32365261	32374229	+	LOC116184291	32365261	lncRNA
chr1	32397481	32453678	+	GABRA5	32397481	protein_coding
chr1	32453169	32457333	-	LOC116183276	32453169	lncRNA
chr1	32460123	32757207	+	GABRG3	32460123	protein_coding
chr1	32889341	33075714	-	OCA2	32889341	protein_coding
chr1	33088088	33190782	-	HERC2	33088088	protein_coding
chr1	33225262	33241295	+	NIPA1	33225262	
chr1	33244351	33259326	+	NIPA2	33244351	
chr1	33259409	33334374	-	CYFIP1	33259409	protein_coding
chr1	33278993	33297789	+	LOC110479391	33278993	
chr1	33340490	33364040	-	TUBGCP5	33340490	
chr1	33392347	33393882	+	CHST7	33392347	protein_coding
chr1	33393982	33478993	-	SLC9A7	33393982	protein_coding
chr1	33495816	33512336	+	RP2	33495816	
chr1	33519483	33583602	+	JADE3	33519483	protein_coding
chr1	33590678	33602201	+	LOC110479365	33590678	protein_coding
chr1	33610452	33616706	+	LOC110479384	33610452	protein_coding
chr1	33637878	33655422	+	PLCXD1	33637878	protein_coding
chr1	33655637	33666964	-	GTPBP6	33655637	protein_coding
chr1	33667063	33726725	+	LOC110479395	33667063	protein_coding
chr1	33726727	33779597	-	PPP2R3B	33726727	
chr1	33995758	34006049	+	SHOX	33995758	protein_coding
chr1	34213769	34222327	-	LOC116184292	34213769	lncRNA
chr1	34459526	34493416	-	LOC110479348	34459526	protein_coding
chr1	34499526	34509607	+	LOC110479386	34499526	protein_coding
chr1	34515049	34524782	+	LOC110479387	34515049	protein_coding
chr1	34532639	34544842	+	LOC110479393	34532639	
chr1	34544540	34550033	-	SLC25A6	34544540	
chr1	34552606	34577514	-	ASMTL	34552606	
chr1	34591911	34619000	-	P2RY8	34591911	protein_coding
chr1	34651176	34659039	+	AKAP17A	34651176	protein_coding
chr1	34664446	34678639	+	ASMT	34664446	protein_coding
chr1	34850243	35022667	-	DHRSX	34850243	
chr1	35010523	35022554	-	ZBED1	35010523	protein_coding
chr1	35117498	35143930	+	CD99	35117498	protein_coding
chr1	35156491	35175757	+	XG	35156491	protein_coding
chr1	35179623	35198622	+	GYG2	35179623	protein_coding
chr1	35205141	35220912	-	LOC110479388	35205141	protein_coding
chr1	35231771	35245504	-	LOC110479346	35231771	protein_coding
chr1	35258008	35269315	-	TNFSF13B	35258008	protein_coding
chr1	35277097	35288812	-	ABHD13	35277097	protein_coding
chr1	35288816	35293078	+	LIG4	35288816	protein_coding
chr1	35450714	35920293	+	FAM155A	35450714	
chr1	35490140	35716049	+	LOC110479374	35490140	lncRNA
chr1	36147707	36159093	+	ARGLU1	36147707	
chr1	36160005	36160847	-	LOC116184295	36160005	lncRNA
chr1	36163764	36208757	+	EFNB2	36163764	protein_coding
chr1	37156305	37230501	-	LOC110470575	37156305	lncRNA
chr1	37679920	37688047	+	SLC10A2	37679920	protein_coding
chr1	37747181	37763834	-	LOC110470529	37747181	protein_coding
chr1	37764707	37779593	-	LOC110470527	37764707	protein_coding
chr1	37781043	37795509	-	BIVM	37781043	protein_coding
chr1	37798522	37807484	+	POGLUT2	37798522	protein_coding
chr1	37808450	37813500	-	TEX30	37808450	protein_coding
chr1	37843106	37855389	+	METTL21C	37843106	
chr1	37849460	37902322	-	TPP2	37849460	protein_coding
chr1	37970577	38347915	+	FGF14	37970577	protein_coding
chr1	38349012	38471493	-	ITGBL1	38349012	protein_coding
chr1	38480610	38709407	+	NALCN	38480610	protein_coding
chr1	38670138	38674401	+	LOC110470538	38670138	lncRNA
chr1	38859537	38914896	+	TMTC4	38859537	protein_coding
chr1	38917452	38946120	+	GGACT	38917452	protein_coding
chr1	38945863	39222846	-	PCCA	38945863	protein_coding
chr1	39254903	39256360	-	LOC110470577	39254903	lncRNA
chr1	39257582	39258210	+	LOC116183372	39257582	lncRNA
chr1	39258106	39262884	-	ZIC2	39258106	protein_coding
chr1	39271669	39278254	+	ZIC5	39271669	protein_coding
chr1	39285807	39359388	+	LOC110470546	39285807	lncRNA
chr1	39288299	39288876	-	LOC116183375	39288299	lncRNA
chr1	39313096	39477822	-	CLYBL	39313096	protein_coding
chr1	39492734	39522954	-	TM9SF2	39492734	protein_coding
chr1	39556474	39558319	+	LOC110470570	39556474	protein_coding
chr1	39563811	39653950	-	UBAC2	39563811	
chr1	39603987	39613289	+	LOC110470549	39603987	protein_coding
chr1	39635592	39640157	+	GPR18	39635592	protein_coding
chr1	39675608	39683948	-	LOC110470552	39675608	lncRNA
chr1	39684253	39795629	+	DOCK9	39684253	protein_coding
chr1	39814990	39840641	+	SLC15A1	39814990	protein_coding
chr1	39855578	39907415	+	STK24	39855578	protein_coding
chr1	39910700	40111448	-	FARP1	39910700	protein_coding
chr1	40122622	40167867	-	IPO5	40122622	protein_coding
chr1	40129174	40139937	+	LOC116183387	40129174	lncRNA
chr1	40220347	40222653	-	LOC116184296	40220347	lncRNA
chr1	40260570	40266029	-	LOC110470578	40260570	lncRNA
chr1	40294797	40325414	-	RAP2A	40294797	protein_coding
chr1	40342880	40449036	-	MBNL2	40342880	protein_coding
chr1	40533924	40534898	+	LOC110470573	40533924	protein_coding
chr1	40571193	40843548	-	HS6ST3	40571193	
chr1	40859847	40937650	+	UGGT2	40859847	
chr1	40938550	40968650	-	DNAJC3	40938550	protein_coding
chr1	40974071	41012464	+	DZIP1	40974071	protein_coding
chr1	41013071	41067173	-	CLDN10	41013071	protein_coding
chr1	41099132	41240017	+	ABCC4	41099132	
chr1	41385478	41388182	+	SOX21	41385478	protein_coding
chr1	41409351	41433761	-	GPR180	41409351	protein_coding
chr1	41434204	41447809	+	TGDS	41434204	protein_coding
chr1	41451994	41452066	+	TRNAF-GAA	41451994	tRNA
chr1	41462512	41480130	+	DCT	41462512	protein_coding
chr1	41490308	42228829	-	GPC6	41490308	protein_coding
chr1	41710582	41710770	+	LOC116184358	41710582	snRNA
chr1	42599355	42612893	+	LOC110470582	42599355	lncRNA
chr1	42633346	42921290	-	GPC5	42633346	protein_coding
chr1	42901523	42902441	+	LOC116183400	42901523	lncRNA
chr1	43242430	43254810	-	LOC116184297	43242430	lncRNA
chr1	44274737	44295685	-	SLITRK5	44274737	
chr1	44733293	44745669	+	LOC116184298	44733293	lncRNA
chr1	44951880	45108481	-	LOC110468107	44951880	lncRNA
chr1	45171624	45215336	+	ZC3H12C	45171624	
chr1	45223299	45269261	-	RDX	45223299	
chr1	45245322	45245390	+	TRNAK-CUU	45245322	tRNA
chr1	45288511	45304001	+	FDX1	45288511	protein_coding
chr1	45324544	45381340	-	ARHGAP20	45324544	protein_coding
chr1	45460568	45512850	+	LOC116184300	45460568	lncRNA
chr1	45525450	45561086	+	RNF17	45525450	protein_coding
chr1	45562351	45580407	-	CENPJ	45562351	protein_coding
chr1	45601058	45624636	+	MPHOSPH8	45601058	protein_coding
chr1	45624404	45640107	-	LOC110468113	45624404	lncRNA
chr1	45643532	45655091	-	LOC116183409	45643532	lncRNA
chr1	45655198	45695785	-	PSPC1	45655198	
chr1	45730666	45825696	+	ZMYM2	45730666	
chr1	45851033	45852571	-	GJA3	45851033	protein_coding
chr1	45870311	45873519	-	GJB2	45870311	protein_coding
chr1	45893724	45904435	-	LOC110475656	45893724	protein_coding
chr1	45904551	45983616	+	LOC116183414	45904551	lncRNA
chr1	45932685	45983923	-	CRYL1	45932685	protein_coding
chr1	45990258	46029761	+	IFT88	45990258	protein_coding
chr1	46037303	46050086	+	IL17D	46037303	
chr1	46049477	46059373	-	EEF1AKMT1	46049477	
chr1	46062974	46143870	-	XPO4	46062974	
chr1	46168117	46216837	-	LATS2	46168117	protein_coding
chr1	46242160	46243778	-	LOC116184302	46242160	lncRNA
chr1	46243835	46246784	+	SAP18	46243835	protein_coding
chr1	46253168	46264797	-	SKA3	46253168	
chr1	46264912	46266428	+	MRPL57	46264912	protein_coding
chr1	46267174	46316500	-	ZDHHC20	46267174	protein_coding
chr1	46324029	46458008	-	MICU2	46324029	protein_coding
chr1	46459238	46464326	+	LOC116183426	46459238	lncRNA
chr1	46477238	46482326	+	LOC116183427	46477238	lncRNA
chr1	46499985	46537897	+	FGF9	46499985	
chr1	47053928	47161174	+	SGCG	47053928	
chr1	47159739	47217154	-	SACS	47159739	
chr1	47261246	47316743	+	TNFRSF19	47261246	protein_coding
chr1	47324652	47396504	-	MIPEP	47324652	
chr1	47397996	47403368	-	LOC110470765	47397996	protein_coding
chr1	47406721	47553258	-	SPATA13	47406721	protein_coding
chr1	47575611	47617771	-	LOC110470757	47575611	lncRNA
chr1	47618034	47621298	-	LOC110470766	47618034	protein_coding
chr1	47623210	47633653	-	AMER2	47623210	protein_coding
chr1	47652778	47689852	-	MTMR6	47652778	
chr1	47691394	47726729	+	NUP58	47691394	protein_coding
chr1	47737913	47743132	+	SHISA2	47737913	protein_coding
chr1	47750095	48067717	-	ATP8A2	47750095	protein_coding
chr1	48075638	48089013	-	RNF6	48075638	
chr1	48096391	48182997	+	CDK8	48096391	protein_coding
chr1	48204565	48213903	+	LOC110476719	48204565	lncRNA
chr1	48222098	48287692	+	WASF3	48222098	
chr1	48300367	48320231	-	GPR12	48300367	
chr1	48434163	48467399	-	USP12	48434163	protein_coding
chr1	48479693	48487178	+	RPL21	48479693	
chr1	48482563	48482643	+	LOC116184335	48482563	snoRNA
chr1	48483021	48483153	+	LOC116184351	48483021	snoRNA
chr1	48489045	48491148	+	RASL11A	48489045	protein_coding
chr1	48555051	48565569	+	GTF3A	48555051	
chr1	48560897	48567072	-	MTIF3	48560897	protein_coding
chr1	48604545	48663852	-	LNX2	48604545	protein_coding
chr1	48664336	48687671	+	LOC110476762	48664336	
chr1	48720381	48721629	+	GSX1	48720381	protein_coding
chr1	48759539	48763068	+	PDX1	48759539	protein_coding
chr1	48781450	48784854	-	CDX2	48781450	protein_coding
chr1	48794604	48836953	-	FLT3	48794604	protein_coding
chr1	48844677	48924696	+	PAN3	48844677	protein_coding
chr1	48926023	49035273	-	FLT1	48926023	
chr1	49071396	49080973	+	POMP	49071396	
chr1	49082192	49094764	-	SLC46A3	49082192	protein_coding
chr1	49126551	49396998	+	MTUS2	49126551	protein_coding
chr1	49243299	49246385	+	LOC110476757	49243299	lncRNA
chr1	49396861	49436788	-	SLC7A1	49396861	protein_coding
chr1	49478199	49538515	-	UBL3	49478199	
chr1	49614219	49657344	-	KATNAL1	49614219	
chr1	49657170	49703596	+	LOC110476751	49657170	lncRNA
chr1	49726589	49729294	-	LOC110476752	49726589	lncRNA
chr1	49732356	49743444	-	HMGB1	49732356	
chr1	49741831	49742370	+	LOC110476710	49741831	protein_coding
chr1	49753062	49785187	-	LOC110476747	49753062	lncRNA
chr1	49785821	49802168	+	USPL1	49785821	protein_coding
chr1	49805074	49805146	-	TRNAV-AAC	49805074	tRNA
chr1	49805393	49805466	-	TRNAN-GUU	49805393	tRNA
chr1	49811823	49819575	+	ALOX5AP	49811823	protein_coding
chr1	49877433	49905205	-	HSPH1	49877433	
chr1	49920590	49965394	+	B3GLCT	49920590	protein_coding
chr1	50054076	50276577	+	FRY	50054076	protein_coding
chr1	50277422	50279274	-	ZAR1L	50277422	protein_coding
chr1	50281728	50315441	+	BRCA2	50281728	protein_coding
chr1	50315450	50327104	-	N4BP2L1	50315450	protein_coding
chr1	50328185	50369043	-	N4BP2L2	50328185	protein_coding
chr1	50378287	50484390	+	PDS5B	50378287	
chr1	50581041	50628113	+	KL	50581041	
chr1	50635989	50777432	-	STARD13	50635989	protein_coding
chr1	50778803	50933325	-	LOC110476703	50778803	protein_coding
chr1	50968853	50977125	+	RFC3	50968853	protein_coding
chr1	51330211	51782499	+	NBEA	51330211	protein_coding
chr1	51638199	51640206	-	MAB21L1	51638199	protein_coding
chr1	51826252	52058916	-	DCLK1	51826252	
chr1	51963081	51967512	+	LOC110476733	51963081	lncRNA
chr1	52096058	52103150	-	LOC110476715	52096058	lncRNA
chr1	52126674	52143294	-	SPART	52126674	protein_coding
chr1	52177718	52183664	+	CCNA1	52177718	protein_coding
chr1	52265673	52279832	+	SERTM1	52265673	protein_coding
chr1	52319637	52338543	+	RFXAP	52319637	
chr1	52339319	52374431	-	SMAD9	52339319	protein_coding
chr1	52351140	52357216	+	LOC110476729	52351140	lncRNA
chr1	52393718	52413591	-	ALG5	52393718	protein_coding
chr1	52413775	52423223	+	EXOSC8	52413775	protein_coding
chr1	52413777	52452858	-	SUPT20H	52413777	
chr1	52655860	52688583	-	POSTN	52655860	protein_coding
chr1	52711648	52840969	-	TRPC4	52711648	protein_coding
chr1	52853063	52928613	+	LOC116183560	52853063	lncRNA
chr1	53049144	53058498	+	UFM1	53049144	
chr1	53169257	53293371	+	FREM2	53169257	
chr1	53296936	53349408	+	LOC110468582	53296936	protein_coding
chr1	53351375	53373834	-	PROSER1	53351375	
chr1	53373389	53382674	+	NHLRC3	53373389	protein_coding
chr1	53512388	53650923	-	LHFPL6	53512388	protein_coding
chr1	53665618	53720092	+	COG6	53665618	protein_coding
chr1	53959262	54027997	-	FOXO1	53959262	
chr1	54046689	54048790	-	LOC110468595	54046689	lncRNA
chr1	54053577	54074526	-	MRPS31	54053577	protein_coding
chr1	54077547	54090429	+	SLC25A15	54077547	protein_coding
chr1	54092120	54111939	-	LOC110468593	54092120	protein_coding
chr1	54120519	54128392	+	LOC110468592	54120519	protein_coding
chr1	54129277	54159946	-	THSD1	54129277	protein_coding
chr1	54165260	54187604	-	VPS36	54165260	
chr1	54187727	54197925	+	CKAP2	54187727	protein_coding
chr1	54198081	54211070	+	NEK3	54198081	protein_coding
chr1	54213375	54237184	+	NEK5	54213375	protein_coding
chr1	54237930	54242923	-	ALG11	54237930	protein_coding
chr1	54257091	54287904	+	ATP7B	54257091	protein_coding
chr1	54316404	54347540	+	TMEM272	54316404	
chr1	54321225	54325293	+	LOC116183594	54321225	lncRNA
chr1	54347935	54376488	+	DHRS12	54347935	protein_coding
chr1	54359704	54362508	+	LOC116183595	54359704	lncRNA
chr1	54379228	54441518	-	WDFY2	54379228	protein_coding
chr1	54444430	54446955	+	LOC116184309	54444430	lncRNA
chr1	54459998	54498504	+	INTS6	54459998	protein_coding
chr1	54499796	54516946	-	SERPINE3	54499796	protein_coding
chr1	54521259	54530327	-	LOC110468568	54521259	lncRNA
chr1	54535122	54576530	-	FAM124A	54535122	protein_coding
chr1	54603642	54609234	+	C1H13orf42	54603642	protein_coding
chr1	54653075	54692733	-	RNASEH2B	54653075	protein_coding
chr1	54738322	54743243	+	LOC116183600	54738322	lncRNA
chr1	55014486	55064018	-	LOC110468564	55014486	lncRNA
chr1	55098435	55104660	-	LOC110468563	55098435	lncRNA
chr1	55104946	55122087	-	LOC116184187	55104946	
chr1	55122096	55150106	+	LOC116183601	55122096	lncRNA
chr1	55158967	55168451	-	KCNRG	55158967	
chr1	55168455	55183599	-	TRIM13	55168455	protein_coding
chr1	55183613	55201343	+	SPRYD7	55183613	
chr1	55237119	55284129	+	KPNA3	55237119	protein_coding
chr1	55294172	55295044	-	ARL11	55294172	protein_coding
chr1	55303799	55328731	+	RCBTB1	55303799	protein_coding
chr1	55329360	55372272	-	LOC110469585	55329360	protein_coding
chr1	55376484	55379750	+	LOC116183605	55376484	lncRNA
chr1	55393563	55437220	+	CAB39L	55393563	
chr1	55446285	55461036	-	CDADC1	55446285	protein_coding
chr1	55472027	55476179	-	MLNR	55472027	protein_coding
chr1	55476333	55588216	-	FNDC3A	55476333	protein_coding
chr1	55622053	55684450	-	LOC116184311	55622053	lncRNA
chr1	55675927	55677025	-	CYSLTR2	55675927	protein_coding
chr1	55727022	55759974	+	LOC110469558	55727022	protein_coding
chr1	55761032	55832780	-	RB1	55761032	protein_coding
chr1	55788482	55791402	+	LPAR6	55788482	protein_coding
chr1	55838986	55867813	-	ITM2B	55838986	
chr1	55898134	55906839	+	MED4	55898134	protein_coding
chr1	55908751	55912046	-	NUDT15	55908751	protein_coding
chr1	55918836	55943966	+	SUCLA2	55918836	
chr1	55967913	55982167	+	LOC110469566	55967913	lncRNA
chr1	56079638	56082893	+	LOC116183610	56079638	lncRNA
chr1	56185320	56220074	+	HTR2A	56185320	
chr1	56222161	56232146	+	ESD	56222161	protein_coding
chr1	56233936	56350186	-	LRCH1	56233936	protein_coding
chr1	56409828	56437388	+	RUBCNL	56409828	protein_coding
chr1	56462267	56515789	+	LCP1	56462267	protein_coding
chr1	56524594	56537707	+	CPB2	56524594	protein_coding
chr1	56539032	56587351	+	ZC3H13	56539032	
chr1	56614432	56657238	+	SIAH3	56614432	protein_coding
chr1	56689399	56693456	-	CBY2	56689399	protein_coding
chr1	56738984	56768201	-	COG3	56738984	protein_coding
chr1	56769389	56781203	-	SLC25A30	56769389	protein_coding
chr1	56802315	56807514	+	TPT1	56802315	protein_coding
chr1	56807103	56807232	+	LOC116184338	56807103	snoRNA
chr1	56808163	56808298	+	LOC116184339	56808163	snoRNA
chr1	56814290	56891117	-	GTF2F2	56814290	protein_coding
chr1	56864208	56868108	+	KCTD4	56864208	protein_coding
chr1	56905103	56925059	-	GPALPP1	56905103	protein_coding
chr1	56925135	56946440	+	NUFIP1	56925135	protein_coding
chr1	57056036	57152307	+	TSC22D1	57056036	
chr1	57193435	57207023	+	LOC116183623	57193435	lncRNA
chr1	57324909	57330025	+	LOC116184314	57324909	lncRNA
chr1	57359137	57367144	-	LACC1	57359137	protein_coding
chr1	57369426	57380425	+	CCDC122	57369426	protein_coding
chr1	57402893	57762389	+	ENOX1	57402893	
chr1	57721031	57723679	+	LOC116183637	57721031	lncRNA
chr1	57762696	57763673	+	LOC116184318	57762696	lncRNA
chr1	57779004	57811230	-	DNAJC15	57779004	
chr1	57819414	57868026	+	EPSTI1	57819414	protein_coding
chr1	57985369	58005973	-	TNFSF11	57985369	protein_coding
chr1	58077237	58120562	-	AKAP11	58077237	protein_coding
chr1	58135828	58289840	-	DGKH	58135828	protein_coding
chr1	58322376	58507708	+	VWA8	58322376	
chr1	58529253	58542857	-	RGCC	58529253	protein_coding
chr1	58543956	58544423	-	LOC116184329	58543956	lncRNA
chr1	58554491	58615413	-	NAA16	58554491	protein_coding
chr1	58619524	58634220	+	MTRF1	58619524	protein_coding
chr1	58636905	58660065	-	WBP4	58636905	protein_coding
chr1	58660144	58748472	+	ELF1	58660144	protein_coding
chr1	58750901	58776410	+	SUGT1	58750901	protein_coding
chr1	58780672	58795477	-	CNMD	58780672	protein_coding
chr1	58815918	58820252	-	PCDH8	58815918	protein_coding
chr1	58906089	58928365	+	OLFM4	58906089	protein_coding
chr1	58940048	58998223	-	LOC116183648	58940048	lncRNA
chr1	59255477	59330127	+	LOC110470887	59255477	lncRNA
chr1	60788485	60790482	+	LOC116183649	60788485	lncRNA
chr1	60791027	60879059	+	PCDH17	60791027	protein_coding
chr1	61261015	61304435	-	LOC110470853	61261015	lncRNA
chr1	61422777	61460826	-	LOC110470852	61422777	lncRNA
chr1	61618396	61818441	-	DIAPH3	61618396	protein_coding
chr1	61875537	61892779	-	LOC110470850	61875537	lncRNA
chr1	61892977	61995072	+	TDRD3	61892977	
chr1	62262746	62268892	-	PCDH20	62262746	
chr1	62316769	62318947	-	LOC116184330	62316769	lncRNA
chr1	64057858	64749698	-	PCDH9	64057858	
chr1	64748512	64751527	+	LOC110475073	64748512	protein_coding
chr1	64854700	64862108	-	LOC110475074	64854700	lncRNA
chr1	64979838	65009791	-	LOC110475075	64979838	lncRNA
chr1	65221354	65344960	+	LOC116183654	65221354	lncRNA
chr1	65682110	65683571	+	LOC116184331	65682110	lncRNA
chr1	65735801	65923748	-	KLHL1	65735801	
chr1	65923855	65935382	+	LOC116183655	65923855	lncRNA
chr1	65953730	65956870	-	LOC110480227	65953730	lncRNA
chr1	65957116	65982084	-	LOC116183656	65957116	lncRNA
chr1	66150888	66152481	+	LOC116184332	66150888	lncRNA
chr1	66483225	66836196	-	DACH1	66483225	protein_coding
chr1	66842041	66843777	-	LOC116183657	66842041	lncRNA
chr1	67192254	67199318	-	MZT1	67192254	
chr1	67199509	67216753	+	BORA	67199509	protein_coding
chr1	67217117	67236801	-	DIS3	67217117	protein_coding
chr1	67236691	67342025	+	PIBF1	67236691	protein_coding
chr1	67360260	67378903	+	KLF5	67360260	protein_coding
chr1	67568310	67803005	-	KLF12	67568310	
chr1	68126531	68224283	-	TBC1D4	68126531	protein_coding
chr1	68233575	68241056	-	COMMD6	68233575	protein_coding
chr1	68244508	68289098	+	UCHL3	68244508	
chr1	68291375	68423623	+	LMO7	68291375	protein_coding
chr1	68518901	68525525	+	LOC116184333	68518901	lncRNA
chr1	68694362	68698820	-	KCTD12	68694362	protein_coding
chr1	68699286	68707806	+	LOC116183701	68699286	lncRNA
chr1	68724509	68731574	+	ACOD1	68724509	protein_coding
chr1	68732374	68738196	-	LOC110480228	68732374	protein_coding
chr1	68744172	68753799	+	CLN5	68744172	protein_coding
chr1	68754549	68771856	-	FBXL3	68754549	protein_coding
chr1	68780651	68953389	-	MYCBP2	68780651	protein_coding
chr1	69053640	69063698	+	LOC110480237	69053640	lncRNA
chr1	69110241	69162941	+	SLAIN1	69110241	
chr1	69212082	69227941	-	EDNRB	69212082	protein_coding
chr1	69395714	69573759	+	LOC110480222	69395714	lncRNA
chr1	69581660	69583781	-	POU4F1	69581660	protein_coding
chr1	69592425	69615357	-	OBI1	69592425	protein_coding
chr1	69915290	69965408	-	RBM26	69915290	protein_coding
chr1	69964741	69976006	+	LOC116183705	69964741	lncRNA
chr1	70004663	70049619	+	NDFIP2	70004663	protein_coding
chr1	70363833	70366966	-	SPRY2	70363833	protein_coding
chr1	70369125	70372080	-	LOC110470063	70369125	
chr1	71765039	71778373	-	SLITRK1	71765039	
chr1	71780085	71837458	+	LOC116183708	71780085	lncRNA
chr1	71856226	71895588	+	LOC110470062	71856226	lncRNA
chr1	72731313	72740580	-	SLITRK6	72731313	protein_coding
chr1	72814082	72817170	-	LOC116184481	72814082	lncRNA
chr1	73061789	73215185	-	DDX10	73061789	protein_coding
chr1	73244592	73281627	+	EXPH5	73244592	protein_coding
chr1	73285290	73298507	+	POGLUT3	73285290	protein_coding
