finch,mouse
DAP3,DAP3
REXO1,REXO1
NR2C2AP,NR2C2AP
RFXANK,RFXANK
MSTO1,MSTO1
COL5A1,COL5A1
MED27,MED27
CHTOP,CHTOP
SYT11,SYT11
PTGDS,PTGDS
TMEM59L,TMEM59L
C8G,C8G
FBXW5,FBXW5
TRAF2,TRAF2
CRLF1,CRLF1
EDF1,EDF1
RPS28,RPS28
TPGS1,TPGS1
RPRD2,RPRD2
AMBP,AMBP
PTGES,PTGES
LINGO3,LINGO3
C17H9orf78,C9orf78
PLEKHO1,PLEKHO1
ANP32E,ANP32E
FNBP1,FNBP1
RNF208,RNF208
MAU2,MAU2
SUGP1,SUGP1
GRIN1,GRIN1
GPR107,GPR107
FEM1A,FEM1A
ZNF414,ZNF414
ZNF618,ZNF618
LOC110478014,ZAP70
NCS1,NCS1
SPTAN1,SPTAN1
WDR34,WDR34
ZDHHC12,ZDHHC12
MLLT1,MLLT1
ZER1,ZER1
TBC1D13,TBC1D13
SETDB1,SETDB1
CERS2,CERS2
SPOUT1,SPOUT1
PRUNE1,PRUNE1
LRRC8A,LRRC8A
ABHD8,ABHD8
PHYHD1,PHYHD1
CDC42SE1,CDC42SE1
DOLK,DOLK
SCNM1,SCNM1
MRPL34,DDA1
VPS72,VPS72
PSMD4,PSMD4
ZNF687,ZNF687
PI4KB,PI4KB
PRPF3,PRPF3
MIGA2,MIGA2
MRPS21,MRPS21
DOLPP1,DOLPP1
ZBTB34,ZBTB34
ANGPTL2,ANGPTL2
FBXW2,FBXW2
GARNL3,GARNL3
DAZAP1,DAZAP1
ARRDC1,ARRDC1
MYDGF,MYDGF
MTMR11,MTMR11
CTSK,CTSK
SETX,SETX
DDX31,DDX31
GTF3C4,GTF3C4
SPACA9,SPACA9
GFI1B,GFI1B
RPL7A,RPL7A
SURF6,SURF6
LOC110476883,ETV3
MED22,MED22
LOC110477616,SURF1
SURF2,SURF2
SURF4,SURF4
STKLD1,STKLD1
HORMAD1,HORMAD1
REXO4,REXO4
ADAMTS13,ADAMTS13
CACFD1,CACFD1
MYMK,TMEM8C
ADAMTSL2,ADAMTSL2
FAM163B,FAM163B
DBH,DBH
SARDH,SARDH
SF3B4,SF3B4
FUBP3,FUBP3
SLC31A2,SLC31A2
NIBAN2,FAM129B
STXBP1,STXBP1
ATP6V1G1,ATP6V1G1
TMEM268,TMEM268
TNC,TNC
TRIM32,TRIM32
TLR4,TLR4
ADGRD2,ADGRD2
NR6A1,NR6A1
AGPAT2,AGPAT2
EGFL7,EGFL7
MRPL41,MRPL41
TMEM203,TMEM203
NPDC1,NPDC1
C5,C5
SH2D3C,SH2D3C
RC3H2,RC3H2
RABL6,RABL6
NARF,NARF
HEXD,HEXDC
LOC110473343,UTS2R
DUS1L,DUS1L
HNF1B,HNF1B
ANKFY1,ANKFY1
LOC116184289,CYB5D2
ZZEF1,ZZEF1
RFNG,RFNG
SBDS,SBDS
LRRC45,LRRC45
ZNHIT3,ZNHIT3
CALN1,CALN1
CENPX,CENPX
ASPSCR1,ASPSCR1
NOTUM,NOTUM
PIGW,PIGW
CA4,CA4
HEATR6,HEATR6
SRSF1,SRSF1
DHRS7C,DHRS7C
DHRS11,DHRS11
GLP2R,GLP2R
MRM1,MRM1
PPM1D,PPM1D
APPBP2,APPBP2
GAS7,GAS7
PIGS,PIGS
PSMD12,PSMD12
HELZ,HELZ
CACNG1,CACNG1
CACNG5,CACNG5
SUPT6H,SUPT6H
APOH,APOH
RAB34,RAB34
CEP112,CEP112
RPL23A,RPL23A
TLCD1,TLCD1
AXIN2,AXIN2
TRAF4,TRAF4
FAM222B,FAM222B
MBTD1,MBTD1
UTP18,UTP18
ERAL1,ERAL1
CBX4,CBX4
PPM1E,PPM1E
CA10,CA10
CBX2,CBX2
TOM1L1,TOM1L1
TRIM37,TRIM37
ENPP7,ENPP7
LOC110484693,COX11
MIS12,MIS12
HLF,HLF
SPAG9,SPAG9
ENGASE,ENGASE
NUP88,NUP88
RAP1GAP2,RAP1GAP2
RABEP1,RABEP1
TMEM100,TMEM100
PTRH2,PTRH2
DHX40,DHX40
IFT22,IFT22
TOB1,TOB1
CANT1,CANT1
WSCD1,WSCD1
TIMP2,TIMP2
VMP1,VMP1
PCYT2,PCYT2
TUBD1,TUBD1
MED31,MED31
TXNDC17,TXNDC17
USP36,USP36
LUC7L3,LUC7L3
MAFG,MAFG
PITPNM3,PITPNM3
RNFT1,RNFT1
PGS1,PGS1
SOCS3,SOCS3
PRKRIP1,PRKRIP1
SLC26A11,SLC26A11
SMTNL2,SMTNL2
CEP95,CEP95
SGSH,SGSH
ALKBH4,ALKBH4
LRWD1,LRWD1
TBC1D16,TBC1D16
C18H17orf58,C17orf58
BRIP1,BRIP1
TBX4,TBX4
TBX2,TBX2
BPTF,BPTF
NOL11,NOL11
BCAS3,BCAS3
LRRC75A,LRRC75A
NCBP3,NCBP3
AFMID,AFMID
TK1,TK1
YWHAE,YWHAE
SYNGR2,SYNGR2
INPP5K,INPP5K
NDEL1,NDEL1
TMC6,TMC6
RILP,RILP
PRPF8,PRPF8
HGS,HGS
MRPL12,MRPL12
AATF,AATF
ALYREF,ALYREF
TADA2A,TADA2A
PIK3R6,PIK3R6
PIK3R5,PIK3R5
MGAT5B,MGAT5B
MFSD11,MFSD11
AUTS2,AUTS2
RCC1L,RCC1L
JMJD6,JMJD6
MXRA7,MXRA7
ST6GALNAC1,ST6GALNAC1
GTF2I,GTF2I
GTF2IRD1,GTF2IRD1
GNA13,GNA13
WDR81,WDR81
SLC16A6,SLC16A6
SERPINF1,SERPINF1
ST6GALNAC2,ST6GALNAC2
SMYD4,SMYD4
RPA1,RPA1
ARSG,ARSG
RTN4RL1,RTN4RL1
DPH1,DPH1
WIPI1,WIPI1
OVCA2,OVCA2
SMG6,SMG6
FAM20A,FAM20A
SRR,SRR
POLDIP2,POLDIP2
TMEM199,TMEM199
UBE2O,UBE2O
VTN,VTN
SARM1,SARM1
SLC46A1,SLC46A1
B3GNTL1,B3GNTL1
FOXN1,FOXN1
ABCA5,ABCA5
RFC2,RFC2
TBCD,TBCD
EIF4H,EIF4H
MYBBP1A,MYBBP1A
LOC110482018,SPNS3
UBE2G1,UBE2G1
FOXK2,FOXK2
SPHK1,SPHK1
RNF157,RNF157
SLC39A11,SLC39A11
SSTR2,SSTR2
CDC42EP4,CDC42EP4
RPL38,RPL38
DNAI2,DNAI2
BTBD17,BTBD17
OXLD1,OXLD1
CCDC137,CCDC137
CUEDC1,CUEDC1
TSPAN10,TSPAN10
MRPS23,MRPS23
NPLOC4,NPLOC4
FAAP100,FAAP100
MKS1,MKS1
AKAP1,AKAP1
SLC38A10,SLC38A10
BCL7B,BCL7B
NDUFAF8,NDUFAF8
TEPSIN,TEPSIN
CEP131,CEP131
MLXIPL,MLXIPL
NF1,NF1
BAZ1B,BAZ1B
FKBP6,FKBP6
AATK,AATK
NSUN5,NSUN5
OMG,OMG
WSB1,WSB1
HIP1,HIP1
BAIAP2,BAIAP2
KSR1,KSR1
CHMP6,CHMP6
ADPRM,ADPRM
NLK,NLK
TMEM97,TMEM97
IFT20,IFT20
TMEM220,TMEM220
TSPOAP1,TSPOAP1
ANKFN1,ANKFN1
C18H17orf67,C17orf67
P2RX1,P2RX1
DGKE,DGKE
SCPEP1,SCPEP1
COIL,COIL
RAB11FIP4,RAB11FIP4
UTP6,UTP6
SUZ12,SUZ12
MNT,MNT
PAFAH1B1,PAFAH1B1
CRLF3,CRLF3
CLUH,CLUH
ATAD5,ATAD5
SUPT4H1,SUPT4H1
RNF43,RNF43
MTMR4,MTMR4
RHBDL3,RHBDL3
C18H17orf75,C17orf75
ABHD11,ABHD11
ZNF207,ZNF207
SRRM3,SRRM3
MDH2,MDH2
MMP28,MMP28
RASL10B,RASL10B
PEX12,PEX12
RAD51D,RAD51D
LIG3,LIG3
TMEM132E,TMEM132E
POLG2,POLG2
SPATA20,SPATA20
EPN3,EPN3
PSPH,PSPH
ACSF2,ACSF2
CHAD,CHAD
LRRC59,LRRC59
PHKG1,PHKG1
MRPL27,MRPL27
GUSB,GUSB
SLC9A3R1,SLC9A3R1
TMEM104,TMEM104
CRCP,CRCP
HID1,HID1
KCTD7,KCTD7
TMEM248,TMEM248
FDXR,FDXR
DHRS13,DHRS13
FADS6,FADS6
PHF12,PHF12
OTOP3,OTOP3
SEZ6,SEZ6
CDR2L,CDR2L
MRPL58,MRPL58
ATP5PD,ATP5H
SLC16A5,SLC16A5
PIPOX,PIPOX
CRYBA1,CRYBA1
JPT1,HN1
ARMC7,ARMC7
NUP85,NUP85
GGA3,GGA3
MRPS7,MRPS7
MIF4GD,MIF4GD
SLC25A19,SLC25A19
SSH2,SSH2
NSRP1,NSRP1
TMEM94,TMEM94
BLMH,BLMH
CASKIN2,CASKIN2
CPD,CPD
LOC110484057,MCHR1
GOSR1,GOSR1
TIMM22,TIMM22
EXOC7,EXOC7
ADORA2B,ADORA2B
TNRC6C,TNRC6C
TTC19,TTC19
NCOR1,NCOR1
SRP68,SRP68
EVPL,EVPL
LOC110467731,TRPV2
EMC6,EMC6
TAX1BP3,TAX1BP3
CTNS,CTNS
TRPV1,TRPV1
TRPV3,TRPV3
ASPA,ASPA
TEN1,TEN1
AKAP10,AKAP10
ACOX1,ACOX1
ULK2,ULK2
MRPL38,MRPL38
GEMIN4,GEMIN4
MRM3,MRM3
GLOD4,GLOD4
SOX9,SOX9
VPS53,VPS53
RFLNB,RFLNB
WBP2,WBP2
RPH3AL,RPH3AL
TEX14,TEX14
UNC13D,UNC13D
RAD51C,RAD51C
GALK1,GALK1
ITGB4,ITGB4
SAP30BP,SAP30BP
RECQL5,RECQL5
SMIM5,SMIM5
STX8,STX8
GGNBP2,GGNBP2
KIAA0100,KIAA0100
SMG8,GDPD1
SYNRG,SYNRG
SERPINF2,SERPINF2
PMP22,PMP22
LOC110475154,COX10
METRNL,METRNL
RFFL,RFFL
RABGEF1,RABGEF1
GPS1,GPS1
RPTOR,RPTOR
