OMAid_1	RefSeq_1	gene_id	EntrezGene_1	SourceID_1	OMAid_2	RefSeq_2	Ensembl.Gene_2	EntrezGene_2	gene_name_ck	RelType	OmaGroup	gene_name_zf
TAEGU30392	XP_030135747	ENSTGUG00000007980	100226270	ENSTGUG00000007980.2	CHICK38647	XP_040535208	NA	424804	CUL3	1:1	880795	CUL3
TAEGU30397	XP_030135892	ENSTGUG00000008037	100223411	ENSTGUG00000008037.2	CHICK38669	XP_015132492	NA	424803	DOCK10	1:1	869363	DOCK10
TAEGU30399	XP_002194453	ENSTGUG00000008129	100232079	ENSTGUG00000008129.2	CHICK38673	XP_040535582	NA	424802	NYAP2	1:1	1302032	NYAP2
TAEGU30401	XP_030135971	ENSTGUG00000008136	105759506	ENSTGUG00000008136.2	CHICK38677	XP_015132490	NA	107051846	LOC107051846	1:1	343813	IRS1
TAEGU30402	XP_041574050	ENSTGUG00000008141	100230118	ENSTGUG00000008141.2	CHICK38678	XP_015132486	NA	424800	RHBDD1	1:1	1029932	RHBDD1
TAEGU30403	XP_030135972	ENSTGUG00000008147	100227313	ENSTGUG00000008147.2	CHICK38688	XP_015132472	NA	424799	COL4A4	1:1	1076316	COL4A4
TAEGU30404	NA	ENSTGUG00000008177	NA	ENSTGUG00000008177.2	CHICK38690	XP_015132475	NA	424797	COL4A3	1:1	1078021	COL4A3
TAEGU30407	XP_030136052	ENSTGUG00000008220	100220509	ENSTGUG00000008220.2	CHICK38694	XP_004937107	NA	424796	MFF	1:1	1320659	MFF
TAEGU30408	NA	ENSTGUG00000008225	NA	ENSTGUG00000008225.2	CHICK38714	NP_001264343	NA	424795	MRPL44	1:1	1415090	MRPL44
TAEGU30411	XP_030136035	ENSTGUG00000008234	100217620	ENSTGUG00000008234.2	CHICK38715	XP_015132463	NA	424793	AGFG1	1:1	1068485	AGFG1
TAEGU30415	XP_002198491	ENSTGUG00000008261	100230080	ENSTGUG00000008261.2	CHICK38732	XP_040535245	NA	424792	SLC19A3	1:1	1366222	SLC19A3
TAEGU30420	XP_030135694	ENSTGUG00000008287	100223386	ENSTGUG00000008287.2	CHICK38743	NP_001382939	NA	424789	SPHKAP	1:1	1359718	SPHKAP
TAEGU30422	XP_041574058	ENSTGUG00000024304	100227251	ENSTGUG00000024304.1	CHICK38745	XP_046754340	NA	424787	PID1	1:1	NA	PID1
TAEGU30424	XP_030135921	ENSTGUG00000008311	100231075	ENSTGUG00000008311.2	CHICK38749	XP_040535300	NA	424786	DNER	1:1	1075140	DNER
TAEGU30425	XP_030135929	ENSTGUG00000008316	100221452	ENSTGUG00000008316.2	CHICK38762	XP_004937121	NA	424785	TRIP12	1:1	815750	TRIP12
TAEGU30427	XP_030135913	ENSTGUG00000008367	100218609	ENSTGUG00000008367.2	CHICK38775	XP_004937125	NA	424784	SLC16A14	1:1	1069594	SLC16A14
TAEGU30436	XP_030136633	ENSTGUG00000008376	105758461	ENSTGUG00000008376.2	CHICK38783	XP_004937124	NA	424783	ZBTB38	1:1	343854	ZBTB38
TAEGU30440	XP_002198674	ENSTGUG00000008379	100231090	ENSTGUG00000008379.2	CHICK38804	NP_001012947	NA	424782	RASA2	1:1	848416	RASA2
TAEGU30442	NA	ENSTGUG00000008425	NA	ENSTGUG00000008425.2	CHICK38812	XP_040535306	NA	429125	GRK7	1:1	1078242	GRK7
TAEGU30444	XP_041574105	ENSTGUG00000008432	100228265	ENSTGUG00000008432.2	CHICK38813	NP_990866	NA	396549	ATP1B3	1:1	1378702	ATP1B3
TAEGU30445	XP_041574109	ENSTGUG00000020710	100225387	ENSTGUG00000020710.1	CHICK38822	XP_040561464	NA	424780	TFDP2	1:1	898024	TFDP2
TAEGU30447	XP_002198789	ENSTGUG00000008478	100225350	ENSTGUG00000008478.2	CHICK38826	NP_001026477	NA	424779	GK5	1:1	857866	GK5
TAEGU30449	XP_012431006	ENSTGUG00000008498	100232132	ENSTGUG00000008498.2	CHICK38830	XP_040535308	NA	424778	XRN1	1:1	765536	XRN1
TAEGU30451	XP_030135859	ENSTGUG00000008533	100226379	ENSTGUG00000008533.2	CHICK38831	XP_015132446	NA	424777	ATR	1:1	768491	ATR
TAEGU30452	XP_030135861	ENSTGUG00000008588	100222455	ENSTGUG00000008588.2	CHICK38832	NP_001383044	NA	396291	PLS1	1:1	818318	PLS1
TAEGU30453	XP_012431008	ENSTGUG00000008641	100219592	ENSTGUG00000008641.2	CHICK38846	NP_001004409	NA	424776	TRPC1	1:1	1079966	TRPC1
TAEGU30454	XP_030136740	ENSTGUG00000008671	101233843	ENSTGUG00000008671.2	CHICK38850	XP_015132449	NA	429124	PCOLCE2	1:1	1073100	PCOLCE2
TAEGU30458	XP_030136739	ENSTGUG00000008687	100228212	ENSTGUG00000008687.2	CHICK38855	XP_040535313	NA	424773	U2SURP	1:1	1386294	U2SURP
TAEGU30459	XP_030135865	ENSTGUG00000008722	100225331	ENSTGUG00000008722.2	CHICK38858	XP_040535583	NA	429123	CHST2	1:1	1330644	CHST2
TAEGU30461	XP_002195742	ENSTGUG00000008723	100219572	ENSTGUG00000008723.2	CHICK38859	NP_001026476	NA	424772	SLC9A9	1:1	1069884	SLC9A9
TAEGU30462	XP_030135811	ENSTGUG00000008760	100232090	ENSTGUG00000008760.2	CHICK38863	XP_040535323	NA	424771	DIPK2A	1:1	1382624	DIPK2A
TAEGU30464	XP_030135812	ENSTGUG00000008767	100224084	ENSTGUG00000008767.2	CHICK38866	XP_004943367	NA	424882	PLOD2	1:1	817892	PLOD2
TAEGU30469	XP_012431041	ENSTGUG00000008816	100221158	ENSTGUG00000008816.2	CHICK38867	XP_001231237	NA	424883	PLSCR1	1:1	1009319	PLSCR1
TAEGU30471	XP_041574130	ENSTGUG00000008835	100225048	ENSTGUG00000008835.2	CHICK38877	XP_046754633	NA	424884	PLSCR5	1:1	1009320	PLSCR5
TAEGU30473	XP_041574041	ENSTGUG00000008837	100227872	ENSTGUG00000008837.2	CHICK38887	XP_015147101	NA	424885	ZIC4	1:1	NA	ZIC4
TAEGU30474	XP_002187078	ENSTGUG00000008838	100226980	ENSTGUG00000008838.2	CHICK38888	XP_046754245	NA	374103	ZIC1	1:1	1072425	ZIC1
TAEGU30475	XP_041574122	ENSTGUG00000026547	100224975	ENSTGUG00000026547.1	CHICK38890	NP_990488	NA	396065	AGTR1	1:1	353519	AGTR1
TAEGU30477	NA	ENSTGUG00000008845	NA	ENSTGUG00000008845.2	CHICK38900	NP_001264374	NA	424888	CPB1	1:1	857344	CPB1
TAEGU30481	XP_002189009	ENSTGUG00000008871	100223073	ENSTGUG00000008871.2	CHICK38906	NP_990538	NA	396127	MELTF	1:1	1403452	MELTF
TAEGU30486	XP_041574075	ENSTGUG00000008892	100220198	ENSTGUG00000008892.2	CHICK38920	XP_040535639	NA	424890	DLG1	1:1	1069357	DLG1
TAEGU30490	XP_002188146	ENSTGUG00000008967	100225954	ENSTGUG00000008967.2	CHICK38928	NP_001006547	NA	424891	BDH1A	1:1	827533	BDH1
TAEGU30493	XP_012431133	ENSTGUG00000008991	100223081	ENSTGUG00000008991.2	CHICK38937	NP_001011692	NA	424893	APOD	1:1	998306	APOD
TAEGU30497	NA	ENSTGUG00000009012	NA	ENSTGUG00000009012.2	CHICK38944	XP_040561493	NA	424895	ACAP2	1:1	1068326	ACAP2
TAEGU30501	XP_030135825	ENSTGUG00000027209	100221149	ENSTGUG00000027209.1	CHICK38952	NP_001376433	NA	424896	XXYLT1	1:1	1420941	XXYLT1
TAEGU30502	XP_041574032	ENSTGUG00000009067	121470417	ENSTGUG00000009067.2	CHICK38956	XP_040535663	NA	429145	FAM43A	1:1	1049570	FAM43A
TAEGU30504	XP_030136172	ENSTGUG00000009068	100230741	ENSTGUG00000009068.2	CHICK38957	NP_001006549	NA	424897	LSG1	1:1	1380743	LSG1
TAEGU30507	XP_030135751	ENSTGUG00000009088	100227928	ENSTGUG00000009088.2	CHICK38958	XP_015147081	NA	424898	ATP13A3	1:1	806912	ATP13A3
TAEGU30510	XP_032605903	ENSTGUG00000009125	101234091	ENSTGUG00000009125.2	CHICK38967	XP_040535661	NA	768899	LRRC15	1:1	1074439	LRRC15
TAEGU30511	XP_032605906	ENSTGUG00000027818	116808697	ENSTGUG00000027818.1	CHICK38968	XP_040535660	NA	424899	CPN2	1:1	1070502	CPN2
TAEGU30513	XP_041574127	ENSTGUG00000009134	121470434	ENSTGUG00000009134.2	CHICK38970	XP_015147078	NA	769039	HES1	1:1	1308260	HES1
TAEGU30517	NA	ENSTGUG00000009138	NA	ENSTGUG00000009138.2	CHICK38977	NP_001383102	NA	424900	OPA1	1:1	1392871	OPA1
TAEGU30528	XP_030135799	ENSTGUG00000009175	100232694	ENSTGUG00000009175.2	CHICK38979	NP_001026485	NA	424901	ATP13A4	1:1	806942	ATP13A4
TAEGU30072	XP_030135939	ENSTGUG00000009252	100221081	ENSTGUG00000009252.2	CHICK39039	XP_040535727	NA	424905	MB21D2	1:1	1009860	MB21D2
TAEGU30075	XP_030136661	ENSTGUG00000009253	100221155	ENSTGUG00000009253.2	CHICK39046	XP_015146855	NA	395704	FGF12	1:1	1056777	FGF12
TAEGU30086	XP_004176809	ENSTGUG00000009278	100218300	ENSTGUG00000009278.2	CHICK39051	NP_996872	NA	404534	UTS2B	1:1	1373868	UTS2B
TAEGU30091	NA	ENSTGUG00000009282	NA	ENSTGUG00000009282.2	CHICK39054	XP_015146889	NA	424907	OSTN	1:1	1346252	OSTN
TAEGU30092	NA	ENSTGUG00000022630	NA	ENSTGUG00000022630.1	CHICK39059	XP_040562067	NA	100857704	GMNC	1:1	NA	GMNC
TAEGU30096	XP_030135941	ENSTGUG00000009300	100232686	ENSTGUG00000009300.2	CHICK39069	XP_040535051	NA	424908	IL1RAP	1:1	1378977	IL1RAP
TAEGU30097	XP_041574126	ENSTGUG00000009324	100226967	ENSTGUG00000009324.2	CHICK39077	XP_040535075	NA	429147	CLDN16	1:1	1387622	CLDN16
TAEGU30102	NA	ENSTGUG00000028279	NA	ENSTGUG00000028279.1	CHICK39078	NP_001013629	NA	424910	CLDN1	1:1	1026927	CLDN1
TAEGU30103	XP_041574048	ENSTGUG00000009345	100224069	ENSTGUG00000009345.2	CHICK39080	NP_001001530	NA	414143	P3H2	1:1	1311363	P3H2
TAEGU30112	XP_030136197	ENSTGUG00000009377	100227936	ENSTGUG00000009377.2	CHICK39083	NP_001385320	NA	374269	TP63	1:1	1388789	TP63
TAEGU30120	XP_030136729	ENSTGUG00000009408	100225046	ENSTGUG00000009408.2	CHICK39096	NP_001026738	NA	429148	LPP	1:1	1075487	LPP
TAEGU30125	XP_030135805	ENSTGUG00000009413	100222134	ENSTGUG00000009413.2	CHICK39106	XP_015146892	NA	424912	BCL6	1:1	1077346	BCL6
TAEGU30127	XP_004176811	ENSTGUG00000027783	100219295	ENSTGUG00000027783.1	CHICK39110	NP_990667	NA	396279	SST1	1:1	1365993	SST
TAEGU30129	XP_012431130	ENSTGUG00000009433	100231782	ENSTGUG00000009433.2	CHICK39111	NP_998751	NA	407088	MASP1	1:1	1072605	MASP1
TAEGU30139	NA	ENSTGUG00000009486	NA	ENSTGUG00000009486.2	CHICK39118	XP_025009197	NA	424915	PCYT1A	1:1	1352110	PCYT1A
TAEGU30153	NA	ENSTGUG00000009499	NA	ENSTGUG00000009499.2	CHICK39123	NP_001264626	NA	424916	SLC51A	1:1	NA	SLC51A
TAEGU30157	XP_012431177	ENSTGUG00000009510	100219280	ENSTGUG00000009510.2	CHICK39129	XP_046754286	NA	396191	TFRC	1:1	1060030	TFRC
TAEGU30200	XP_012431189	ENSTGUG00000009610	100224007	ENSTGUG00000009610.2	CHICK39155	XP_015146949	NA	424920	RUBCN	1:1	1357898	RUBCN
TAEGU30204	NA	ENSTGUG00000009645	NA	ENSTGUG00000009645.2	CHICK39159	XP_015146893	NA	424921	FYTTD1	1:1	1368098	FYTTD1
TAEGU30219	XP_030136087	ENSTGUG00000009649	100221078	ENSTGUG00000009649.2	CHICK39163	XP_040534610	NA	424922	LRCH3	1:1	1072415	LRCH3
TAEGU30227	XP_030136112	ENSTGUG00000009672	100218230	ENSTGUG00000009672.2	CHICK39164	XP_040561598	NA	424923	IQCG	1:1	NA	IQCG
TAEGU30230	NA	ENSTGUG00000009679	NA	ENSTGUG00000009679.2	CHICK39167	NP_001264386	NA	424924	RPL35A	1:1	1027516	RPL35A
TAEGU30244	NP_001243396; XP_002193130	ENSTGUG00000009697	100220140	ENSTGUG00000009697.2	CHICK39181	NP_001012618	NA	424926	PSMD1	1:1	797780	PSMD1
TAEGU30251	XP_002190892	ENSTGUG00000009753	100228803	ENSTGUG00000009753.2	CHICK39182	NP_001277476	NA	395581	HTR2B	1:1	1071596	HTR2B
TAEGU30256	NA	ENSTGUG00000009761	NA	ENSTGUG00000009761.2	CHICK39184	XP_040534628	NA	424929	ARMC9	1:1	NA	ARMC9
TAEGU30265	XP_002190989	ENSTGUG00000009793	100220192	ENSTGUG00000009793.2	CHICK39198	XP_040561556	NA	429150	NMUR1	1:1	1068996	NMUR1
TAEGU30267	XP_002193783	ENSTGUG00000009808	100224065	ENSTGUG00000009808.2	CHICK39201	XP_015146985	NA	424932	PDE6D	1:1	1400281	PDE6D
TAEGU30268	NA	ENSTGUG00000020732	NA	ENSTGUG00000020732.1	CHICK39203	XP_025009532	NA	424933	COPS7B	1:1	1313397	COPS7B
TAEGU30276	XP_030135807	ENSTGUG00000009820	105758465	ENSTGUG00000009820.2	CHICK39207	XP_015146948	NA	424934	DIS3L2	1:1	1068966	DIS3L2
TAEGU30282	XP_030136216	ENSTGUG00000009882	100226004	ENSTGUG00000009882.2	CHICK39217	XP_040534658	NA	424937	ECEL1	1:1	1397635	ECEL1
TAEGU30292	XP_030136510	ENSTGUG00000024595	100232619	ENSTGUG00000024595.1	CHICK39222	NP_001026488	NA	424940	CHRND	1:1	886154	CHRND
TAEGU30295	XP_030136509	ENSTGUG00000009924	100229700	ENSTGUG00000009924.2	CHICK39223	NP_001026739	NA	429151	CHRNG	1:1	1389773	CHRNG
TAEGU30301	XP_030136169	ENSTGUG00000009955	100221090	ENSTGUG00000009955.2	CHICK39227	XP_004943440	NA	424941	EIF4E2	1:1	1067804	EIF4E2
TAEGU30309	XP_030136671	ENSTGUG00000010021	100227856	ENSTGUG00000010021.2	CHICK39238	XP_015147055	NA	424945	CAPN10	1:1	1074960	CAPN10
TAEGU30313	XP_041573961	ENSTGUG00000010032	100219213	ENSTGUG00000010032.2	CHICK39240	XP_040534675	NA	424946	RNPEPL1	1:1	907530	RNPEPL1
TAEGU30314	XP_030136351	ENSTGUG00000010048	100224018	ENSTGUG00000010048.2	CHICK39244	XP_004943449	NA	424947	ABCC5	1:1	1068143	ABCC5
TAEGU30319	XP_004176814	ENSTGUG00000010097	100225935	ENSTGUG00000010097.2	CHICK39249	XP_046754798	NA	424948	EIF2B5	1:1	1067473	EIF2B5
TAEGU30320	XP_030136480	ENSTGUG00000010112	100220188	ENSTGUG00000010112.2	CHICK39252	XP_015147048	NA	424949	DVL2	1:1	1413202	DVL3
TAEGU30321	XP_041573936	ENSTGUG00000010123	121470398	ENSTGUG00000010123.2	CHICK39256	XP_040561558	NA	770246	AP2M1	1:1	1395307	AP2M1
TAEGU30323	XP_041573982	ENSTGUG00000010142	121470406	ENSTGUG00000010142.2	CHICK39269	XP_040534673	NA	424950	ABCF3	1:1	1067249	ABCF3
TAEGU30329	NA	ENSTGUG00000010178	NA	ENSTGUG00000010178.2	CHICK39276	XP_040534714	NA	424952	ALG3	1:1	1335514	ALG3
TAEGU30339	XP_030136084	ENSTGUG00000022737	101233310	ENSTGUG00000022737.1	CHICK39277	XP_040534720	NA	431092	LOC431092	1:1	1364095	EEF1AKMT4
TAEGU30340	XP_041574018	ENSTGUG00000021822	105759523	ENSTGUG00000021822.1	CHICK39279	XP_015147037	NA	101747380	CAMK2N2	1:1	334482	CAMK2N2
TAEGU30343	XP_030136065	ENSTGUG00000010193	100227919	ENSTGUG00000010193.2	CHICK39285	XP_004943466	NA	100857430	ECE2	1:1	1397633	ECE2
TAEGU30345	XP_041574013	ENSTGUG00000010231	121470413	ENSTGUG00000010231.2	CHICK39287	NP_001012952	NA	425294	PSMD2	1:1	770664	PSMD2
TAEGU30348	NA	ENSTGUG00000010269	NA	ENSTGUG00000010269.2	CHICK39288	XP_046754787	NA	424953	EIF4G1	1:1	1068915	EIF4G1
TAEGU30349	NA	ENSTGUG00000028038	NA	ENSTGUG00000028038.1	CHICK39313	XP_003641841	NA	100858502	FAM131A	1:1	1403513	FAM131A
TAEGU30352	NA	ENSTGUG00000010323	NA	ENSTGUG00000010323.2	CHICK39315	XP_025009439	NA	425295	CLCN2	1:1	1376802	CLCN2
TAEGU30354	NA	ENSTGUG00000010366	NA	ENSTGUG00000010366.2	CHICK39322	NP_990311	NA	395828	CHRD	1:1	1378816	CHRD
TAEGU30358	NA	ENSTGUG00000010383	NA	ENSTGUG00000010383.2	CHICK39331	NP_001264394	NA	424954	POLR2H	1:1	1386007	POLR2H
TAEGU30359	XP_030136201	ENSTGUG00000010386	100218237	ENSTGUG00000010386.2	CHICK39334	NP_001383612	NA	396179	EPHB3	1:1	344422	EPHB3
TAEGU30361	NA	ENSTGUG00000010432	NA	ENSTGUG00000010432.2	CHICK39342	XP_040534765	NA	424955	SENP5	1:1	1393853	SENP5
TAEGU30362	XP_004176816	ENSTGUG00000010437	101233214	ENSTGUG00000010437.2	CHICK39346	XP_040534771	NA	424956	AHSG	1:1	1367805	AHSG
TAEGU30363	XP_004176848	ENSTGUG00000010441	101233450	ENSTGUG00000010441.2	CHICK39347	NP_001264337	NA	395404	FETUB	1:1	1367801	FETUB
TAEGU29870	XP_002196090	ENSTGUG00000010452	100230686	ENSTGUG00000010452.2	CHICK39350	NP_989880	NA	395232	EIF4A2	1:1	NA	EIF4A2
TAEGU29873	XP_002196271	ENSTGUG00000010469	100227869	ENSTGUG00000010469.2	CHICK39351	XP_046754381	NA	424958	RFC4	1:1	1067507	RFC4
TAEGU29888	XP_012431156	ENSTGUG00000010484	100232613	ENSTGUG00000010484.2	CHICK39356	XP_004943494	NA	424959	MCF2L2	1:1	1068893	MCF2L2
TAEGU29922	XP_030136520	ENSTGUG00000021356	100224977	ENSTGUG00000021356.1	CHICK39366	NP_001107233	NA	424960	B3GNT5	1:1	1052154	B3GNT5
TAEGU29934	XP_030136518	ENSTGUG00000010506	100221068	ENSTGUG00000010506.2	CHICK39380	NP_001006551	NA	424962	MCCC1	1:1	1316106	MCCC1
TAEGU29946	XP_030136528	ENSTGUG00000010517	100222068	ENSTGUG00000010517.2	CHICK39381	NP_001026489	NA	424963	DCUN1D1	1:1	1343809	DCUN1D1
TAEGU29962	NA	ENSTGUG00000010523	NA	ENSTGUG00000010523.2	CHICK39385	XP_046754807	NA	424964	ATP11B	1:1	1368665	ATP11B
TAEGU30008	XP_030136559	ENSTGUG00000010557	100224056	ENSTGUG00000010557.2	CHICK39391	XP_003641820	NA	424966	DNAJC19	1:1	903241	DNAJC19
TAEGU30014	XP_030136555	ENSTGUG00000010560	100221134	ENSTGUG00000010560.2	CHICK39399	XP_015146906	NA	424968	FXR1	1:1	1074479	FXR1
TAEGU30017	XP_012431089	ENSTGUG00000010586	100218280	ENSTGUG00000010586.2	CHICK39400	XP_040534762	NA	424969	CCDC39	1:1	1068399	CCDC39
TAEGU30020	NA	ENSTGUG00000010592	NA	ENSTGUG00000010592.2	CHICK39401	NP_001006552	NA	424970	TTC14	1:1	1070949	TTC14
TAEGU30029	XP_012431162	ENSTGUG00000010602	100222110	ENSTGUG00000010602.2	CHICK39402	XP_004943508	NA	429155	PEX5L	1:1	347278	PEX5L
TAEGU30041	XP_002193106	ENSTGUG00000010622	100219267	ENSTGUG00000010622.2	CHICK39408	NP_001292032	NA	429286	USP13	1:1	1344492	USP13
TAEGU30053	NP_001232422	ENSTGUG00000010639	100190339	ENSTGUG00000010639.2	CHICK39409	NP_001006553	NA	424978	NDUFB5	1:1	1423964	NDUFB5
TAEGU30054	NP_001232590	ENSTGUG00000010649	100190656	ENSTGUG00000010649.2	CHICK39410	XP_040534789	NA	424977	MRPL47	1:1	1419719	MRPL47
TAEGU30057	NA	ENSTGUG00000010657	NA	ENSTGUG00000010657.2	CHICK39413	XP_040534781	NA	424975	ACTL6A	1:1	NA	ACTL6A
TAEGU30061	NA	ENSTGUG00000021021	NA	ENSTGUG00000021021.1	CHICK39414	XP_003641822	NA	424974	GNB4	1:1	1069551	GNB4
TAEGU30062	XP_002197317	ENSTGUG00000010693	100220202	ENSTGUG00000010693.2	CHICK39425	NP_001012949	NA	424973	MFN1	1:1	1399202	MFN1
TAEGU30066	XP_030136408	ENSTGUG00000027191	100232692	ENSTGUG00000027191.1	CHICK39428	NP_001264409	NA	425280	ZNF639	1:1	1080688	ZNF639
TAEGU30071	XP_030136399	ENSTGUG00000010736	100229768	ENSTGUG00000010736.2	CHICK39435	NP_001004410	NA	424971	PIK3CA	1:1	NA	PIK3CA
TAEGU30073	XP_012431188	ENSTGUG00000027964	100221063	ENSTGUG00000027964.1	CHICK39440	XP_040534788	NA	425428	ZMAT3	1:1	1069023	ZMAT3
TAEGU30080	XP_012431131	ENSTGUG00000026184	100226973	ENSTGUG00000026184.1	CHICK39444	XP_004943516	NA	770907	KCNMB2	1:1	1354368	KCNMB2
TAEGU30098	XP_030136684	ENSTGUG00000010773	100224075	ENSTGUG00000010773.2	CHICK39449	NP_001026540	NA	426284	TBL1XR1	1:1	NA	TBL1XR1
TAEGU30108	XP_041574146	ENSTGUG00000010781	100219205	ENSTGUG00000010781.2	CHICK39463	XP_040534791	NA	429156	NAALADL2	1:1	1318595	NAALADL2
TAEGU30118	XP_002197720	ENSTGUG00000021670	100221152	ENSTGUG00000021670.1	CHICK39481	NP_001074971	NA	424980	NLGN1	1:1	1042732	NLGN1
TAEGU30124	XP_030136185	ENSTGUG00000010794	100230744	ENSTGUG00000010794.2	CHICK39488	XP_004943526	NA	424983	ECT2	1:1	1071895	ECT2
TAEGU30126	XP_002197806	ENSTGUG00000025400	100232669	ENSTGUG00000025400.1	CHICK39492	XP_040535479	NA	429158	NCEH1	1:1	907905	NCEH1
TAEGU30128	NA	ENSTGUG00000010819	NA	ENSTGUG00000010819.2	CHICK39497	XP_015147112	NA	378894	TNFSF10	1:1	NA	TNFSF10
TAEGU30131	XP_030135787	ENSTGUG00000010824	100225041	ENSTGUG00000010824.2	CHICK39505	NP_001239253	NA	424984	FNDC3B	1:1	1074310	FNDC3B
TAEGU30146	XP_030136766	ENSTGUG00000010857	100224050	ENSTGUG00000010857.2	CHICK39511	XP_015147197	NA	424986	PLD1	1:1	1343570	PLD1
TAEGU30163	XP_030136173	ENSTGUG00000010875	100221130	ENSTGUG00000010875.2	CHICK39518	XP_025009505	NA	424987	TNIK	1:1	1073417	TNIK
TAEGU30178	XP_030136764	ENSTGUG00000010920	100218276	ENSTGUG00000010920.2	CHICK39526	NP_997061	NA	396272	SLC2A2	1:1	1068018	SLC2A2
TAEGU30179	XP_030136765	ENSTGUG00000028575	100222130	ENSTGUG00000028575.1	CHICK39527	NP_001383069	NA	396545	EIF5A2	1:1	1395883	EIF5A2
TAEGU30188	NP_001232600	ENSTGUG00000010942	100190148	ENSTGUG00000010942.2	CHICK39529	NP_001264646	NA	100858296	RPL22L1	1:1	1309171	RPL22L1
TAEGU30191	XP_002198108	ENSTGUG00000010946	100231777	ENSTGUG00000010946.2	CHICK39530	XP_040535503	NA	424989	SLC7A14	1:1	1069546	SLC7A14
TAEGU30192	XP_030135748	ENSTGUG00000010953	100225882	ENSTGUG00000010953.2	CHICK39533	NP_990505	NA	396087	SKIL	1:1	1339519	SKIL
TAEGU30198	NA	ENSTGUG00000010959	NA	ENSTGUG00000010959.2	CHICK39536	NP_001384352	NA	424991	PRKCI	1:1	1071705	PRKCI
TAEGU30201	XP_030136471	ENSTGUG00000026531	100219263	ENSTGUG00000026531.1	CHICK39539	XP_004943547	NA	429159	PHC3	1:1	1071264	PHC3
TAEGU30209	NA	ENSTGUG00000010978	NA	ENSTGUG00000010978.2	CHICK39551	NP_001012620	NA	424993	SEC62	1:1	1339478	SEC62
TAEGU30210	XP_002194012	ENSTGUG00000010990	100223120	ENSTGUG00000010990.2	CHICK39552	XP_025009368	NA	771333	SAMD7	1:1	1401871	SAMD7
TAEGU30214	XP_002194042	ENSTGUG00000010993	100220238	ENSTGUG00000010993.2	CHICK39553	XP_015147210	NA	424994	LRRC31	1:1	1076601	LRRC31
TAEGU30221	XP_012431097	ENSTGUG00000010997	100229688	ENSTGUG00000010997.2	CHICK39558	XP_040535547	NA	424996	LRRC34	1:1	1069838	LRRC34
TAEGU30224	XP_030135855	ENSTGUG00000010998	100223011	ENSTGUG00000010998.2	CHICK39570	XP_001233290	NA	771218	MYNN	1:1	1069161	MYNN
TAEGU30240	NA	ENSTGUG00000011015	NA	ENSTGUG00000011015.2	CHICK39571	XP_040535506	NA	424997	MECOM	1:1	1069206	MECOM
TAEGU30290	XP_012431100	ENSTGUG00000011057	100222036	ENSTGUG00000011057.2	CHICK39591	XP_046754756	NA	107049011	GOLIM4	1:1	1071561	GOLIM4
TAEGU30298	NP_001232125	ENSTGUG00000011067	100190743	ENSTGUG00000011067.2	CHICK39602	NP_001004411	NA	425002	SERPINI1	1:1	1394627	SERPINI1
TAEGU30302	XP_002198418	ENSTGUG00000011079	100232628	ENSTGUG00000011079.2	CHICK39607	NP_001006554	NA	425003	PDCD10	1:1	1366250	PDCD10
TAEGU30307	XP_030136246	ENSTGUG00000011088	100229708	ENSTGUG00000011088.2	CHICK39621	XP_040561382	NA	395358	BCHE	1:1	1042727	BCHE
TAEGU30311	XP_041574137	ENSTGUG00000020001	105759530	ENSTGUG00000020001.1	CHICK39628	XP_040562047	NA	107054133	LOC107054133	1:1	344547	SLITRK3
TAEGU30368	XP_041574068	ENSTGUG00000011140	100226905	ENSTGUG00000011140.2	CHICK39647	XP_040534817	NA	425009	NMD3	1:1	1312486	NMD3
TAEGU29759	XP_030136757	ENSTGUG00000020763	100231747	ENSTGUG00000020763.1	CHICK39652	XP_040534818	NA	429162	PPM1L	1:1	1068348	PPM1L
TAEGU29760	XP_030136758	ENSTGUG00000026270	100228838	ENSTGUG00000026270.1	CHICK39659	XP_004943571	NA	425011	B3GALNT1	1:1	1052164	B3GALNT1
TAEGU29761	XP_004176831	ENSTGUG00000011157	100223117	ENSTGUG00000011157.2	CHICK39690	XP_015147265	NA	101749876	ARL14	1:1	NA	ARL14
TAEGU29762	NA	ENSTGUG00000011158	NA	ENSTGUG00000011158.2	CHICK39691	NP_001007964	NA	425012	KPNA4	1:1	1070444	KPNA4
TAEGU29767	XP_030136276	ENSTGUG00000011171	100226880	ENSTGUG00000011171.2	CHICK39697	NP_989849	NA	395189	SMC4	1:1	1067375	SMC4
TAEGU29773	NA	ENSTGUG00000011194	NA	ENSTGUG00000011194.2	CHICK39712	XP_004943578	NA	425016	SCHIP1	1:1	1047670	SCHIP1
TAEGU29776	XP_030135904	ENSTGUG00000011199	100222737	ENSTGUG00000011199.2	CHICK39720	XP_015147165	NA	425017	MFSD1	1:1	1068135	MFSD1
TAEGU29778	XP_030135919	ENSTGUG00000011202	100232262	ENSTGUG00000011202.2	CHICK39727	NP_989865	NA	395209	RARRES1	1:1	1402787	RARRES1
TAEGU29779	NA	ENSTGUG00000028908	NA	ENSTGUG00000028908.1	CHICK39728	XP_001233639	NA	425018	GFM1	1:1	1067226	GFM1
TAEGU29782	XP_030136721	ENSTGUG00000011211	100223632	ENSTGUG00000011211.2	CHICK39735	XP_040534851	NA	425019	MLF1	1:1	770224	MLF1
